,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,Album Release Year
4817,spotify:track:1KcnJTiXJXAqW5bB7zpkBC,SummerThing!,"spotify:artist:4D75GcNG95ebPtNvoNVXhz, spotify:artist:30ejUciK31BCg0IVCbt1dW","AFROJACK, Mike Taylor",spotify:album:0MRRBtUQH6706AqLBYHkZI,SummerThing!,spotify:artist:4D75GcNG95ebPtNvoNVXhz,AFROJACK,2015-06-21,https://i.scdn.co/image/ab67616d0000b273179f08b16d968517d1ead2aa,1,1,235344,https://p.scdn.co/mp3-preview/b5d17a5aa1db5016ce1145b04ff1347eba7f8325?cid=9950ac751e34487dbbe027c4fd7f8e99,False,54,CYA221500045,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,dutch house,edm,electro house,pop dance,progressive electro house",0.707,0.782,0.0,-5.463,1.0,0.0613,0.0541,0.0,0.297,0.79,130.036,4.0,,Wall Recordings,"C © 2015 Wall Recordings, distributed by UM_ID, a division of Universal International Music B.V., P ℗ 2015 Wall Recordings, distributed by UM_ID, a division of Universal International Music B.V.",2015
4818,spotify:track:6mNDLlxVYjKleyb2Ley6Pl,Sweet Disposition,spotify:artist:4W48hZAnAHVOC2c8WH8pcq,The Temper Trap,spotify:album:7paONJrxLEvBVtKUUd8AZ3,Conditions,spotify:artist:4W48hZAnAHVOC2c8WH8pcq,The Temper Trap,2009-06-19,https://i.scdn.co/image/ab67616d0000b273dbdadd1cb4c5db7f66d320c4,1,3,236333,,False,0,GBZUZ0900013,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"indietronica,modern rock",0.54,0.807,2.0,-6.964,1.0,0.0443,0.0673,0.21,0.117,0.298,129.106,4.0,,Liberation Records,"C 2009 Liberation Music 2009, P 2009 Liberation Music 2009",2009
4819,spotify:track:3o9kpgkIcffx0iSwxhuNI2,Numb Little Bug,spotify:artist:7o2ZQYM7nTsaVdkXY38UAA,Em Beihold,spotify:album:20zaiRxxUfDqdCKsdSo7HM,Numb Little Bug,spotify:artist:7o2ZQYM7nTsaVdkXY38UAA,Em Beihold,2022-01-28,https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d,1,1,169237,https://p.scdn.co/mp3-preview/b9233d42f5ed9aa12756ea783f03eead8f9f1a3a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,77,USUM72200626,spotify:user:bradnumber1,2022-09-22T00:36:11Z,"alt z,gen z singer-songwriter",0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0,,"Republic Records/Moon Projects, LLC.","C © 2022 Republic Records, a division of UMG Recordings, Inc. (Moon Projects, LLC), P ℗ 2022 Republic Records, a division of UMG Recordings, Inc. (Moon Projects, LLC)",2022
4822,spotify:track:5FBaWYaoA8j260ctveOa4a,New York,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:0MeOIA0wwSa6nW79jy8QcZ,x (Wembley Edition),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2015-11-13,https://i.scdn.co/image/ab67616d0000b273407981084d79d283e24d428e,1,19,235960,https://p.scdn.co/mp3-preview/b92a0d16627096d8a66bbd2d7c3a7ace625959db?cid=9950ac751e34487dbbe027c4fd7f8e99,False,44,GBAHS1500472,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.728,0.461,6.0,-8.726,1.0,0.0395,0.707,0.0,0.113,0.474,86.014,4.0,,Atlantic Records UK,"C © 2015 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company., P ℗ 2014 / 2015 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company. Except track 16 2013 Warner Bros. Entertainment Inc. and Metro-Goldwyn Mayer Pictures Inc.",2015
4823,spotify:track:79NO70vlgF7CW5xFpM2Ysu,Emancipate Myself,spotify:artist:0tTLmQvo0tn8vYlpJpA2no,Thirsty Merc,spotify:album:4ATe4EfAkzTRcyXCWIIy4u,Thirsty Merc (with Bonus Tracks),spotify:artist:0tTLmQvo0tn8vYlpJpA2no,Thirsty Merc,2004-08-16,https://i.scdn.co/image/ab67616d0000b2736681375da7e43ba067f123d6,1,2,251613,https://p.scdn.co/mp3-preview/689ca341da38b12d87c5cd680443281e784ce214?cid=9950ac751e34487dbbe027c4fd7f8e99,False,32,AUWA00411891,spotify:user:bradnumber1,2022-02-03T10:23:40Z,"australian pop,australian rock",0.735,0.799,11.0,-3.719,1.0,0.0563,0.0114,2.17e-06,0.123,0.469,111.233,4.0,,WM Australia,"C © 2005 Warner Music Australia Pty Limited, P ℗ 2005 Warner Music Australia",2004
4824,spotify:track:1fqu0oBEYlKuCJymEclV9Q,I Don't Think So,spotify:artist:0IF46mUS8NXjgHabxk2MCM,Kelis,spotify:album:5uZljAiPiHyDlTMUeE61yF,Kelis Was Here,spotify:artist:0IF46mUS8NXjgHabxk2MCM,Kelis,2006-08-22,https://i.scdn.co/image/ab67616d0000b27350d8286879faf57c36941f87,1,5,182973,https://p.scdn.co/mp3-preview/906518601a99eda7743f0aa216f939a5120a4c73?cid=9950ac751e34487dbbe027c4fd7f8e99,False,17,USJI10600421,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,hip pop,neo soul,urban contemporary",0.781,0.722,7.0,-5.672,1.0,0.0792,0.00522,0.0,0.3,0.819,130.053,4.0,,Virgin Records,"C © 2006 Laface Records Inc, P ℗ 2006 Laface Records Inc",2006
4828,spotify:track:3stnrhzN0lzZFskbaZ5sEw,Scandalous - U.S. Radio Edit,spotify:artist:6csA2rxNLkQJXeEa7lyGXn,Mis-Teeq,spotify:album:7fw8rAhWi3UWw92jgemhbZ,Mis-Teeq,spotify:artist:6csA2rxNLkQJXeEa7lyGXn,Mis-Teeq,2004-07-13,https://i.scdn.co/image/ab67616d0000b273ddd16a8e54ab44bf669364e6,1,1,238840,https://p.scdn.co/mp3-preview/7ceba98390d369914e187aa97810de9ff5e16c3c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,GBAWV0403561,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"girl group,uk garage",0.734,0.668,0.0,-3.935,0.0,0.0349,0.0526,0.0,0.0925,0.651,99.971,4.0,,Reprise,"C © 2004 Twenty-First Artists Limited, under exclusive license to Reprise Records for the U.S., P ℗ 2004 Twenty-First Artists Limited, under exclusive license to Reprise Records for the U.S.",2004
4830,spotify:track:0YVlMTY2kaQc2fxu2ezlI6,The Mountain's High,spotify:artist:6TLwl6BCLZ5D1jwn4l2KGh,Dick & Dee Dee,spotify:album:5n3yhXw0DNTRIpSfRE98tT,Lost Hits Of The 60's (All Original Artists & Versions),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2010-01-01,https://i.scdn.co/image/ab67616d0000b273f8c554e3aabe57f9d5cba30e,1,2,135706,https://p.scdn.co/mp3-preview/931d1cba12120b7d4da3a55b1c22c30515e902b8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,34,USEM39100242,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"doo-wop,rhythm and blues",0.686,0.771,1.0,-8.764,1.0,0.0594,0.683,0.137,0.333,0.94,118.176,4.0,,Capitol Records,"C © 2010 Capitol Records, LLC, P This Compilation ℗ 2010 Capitol Records, LLC",2010
4831,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,Giveon,spotify:album:1zHR48K6XtWYm6bhrw4J6C,TAKE TIME,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,Giveon,2020-03-27,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766,1,6,198370,https://p.scdn.co/mp3-preview/12200deba2a2f8126ff4430d35fec1be2969e87f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,83,USSM12000998,spotify:user:bradnumber1,2021-08-08T09:26:31Z,r&b,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3.0,,Epic/Not So Fast,P (P) 2020 Epic Records. With Not So Fast LLC.,2020
4833,spotify:track:4qGBF3l5Es0EKp0fasrpNc,These New Knights,spotify:artist:1m3jswEIBazYObuVL9NriQ,Ou Est Le Swimming Pool,spotify:album:3GWYIMDxdxduqGRzeTR6ze,These New Knights,spotify:artist:1m3jswEIBazYObuVL9NriQ,Ou Est Le Swimming Pool,2010-01-01,https://i.scdn.co/image/ab67616d0000b2731f80b418870f1721749c8835,1,1,205120,https://p.scdn.co/mp3-preview/a1d5cc6aa39f60f01a7c693be8cd87657b280da4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,14,GB7QY1000002,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian dance,neo-synthpop",0.711,0.754,8.0,-3.523,1.0,0.216,0.00304,4.48e-05,0.485,0.876,119.992,4.0,,Universal Music Australia Pty. Ltd.,"C © 2010 Fire & Manoeuvre, under exclusive license to Hussle Recordings, a division of Ministry of Sound Australia Pty ltd., P ℗ 2010 Fire & Manoeuvre, under exclusive license to Hussle Recordings, a division of Ministry of Sound Australia Pty ltd.",2010
4837,spotify:track:70jnaGaj1rtpyABfUURpvr,Green Tambourine,spotify:artist:2rUmEpDSHKMhamwClclHs5,The Lemon Pipers,spotify:album:7xqsq9EdxlurNTjMSZTCDg,The Best of the Lemon Pipers,spotify:artist:2rUmEpDSHKMhamwClclHs5,The Lemon Pipers,2001-04-03,https://i.scdn.co/image/ab67616d0000b273534eb1db0a7d68274b6e89e6,1,1,147000,https://p.scdn.co/mp3-preview/b0dfeb07feca38524e53230d7263ca219503ba83?cid=9950ac751e34487dbbe027c4fd7f8e99,False,43,USBR16700001,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"bubblegum pop,classic garage rock,merseybeat,psychedelic rock",0.503,0.614,7.0,-7.814,1.0,0.0283,0.123,0.023,0.17,0.313,111.148,4.0,,Buddha Records,P (P) 2001 Buddha Records,2001
4838,spotify:track:62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),"spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Pitbull, Chris Brown",spotify:album:4rG0MhkU6UojACJxkMHIXB,Planet Pit (Deluxe Version),spotify:artist:0TnOYISbd1XYRBk9myaseg,Pitbull,2011-06-17,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,1,8,227280,https://p.scdn.co/mp3-preview/796c030b6336cedd4a816f931c818a5507bf4607?cid=9950ac751e34487dbbe027c4fd7f8e99,False,80,USJAY1100015,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,r&b,rap",0.67,0.855,0.0,-3.035,0.0,0.0499,0.0124,0.0,0.335,0.648,120.05,4.0,,Mr.305/Polo Grounds Music/J Records,"P (P) 2011 J Records, a unit of Sony Music Entertainment",2011
4841,spotify:track:0bGH7ezs7WdDwpqnsvGf1z,Purple Hat,spotify:artist:586uxXMyD5ObPuzjtrzO1Q,Sofi Tukker,spotify:album:4L9MrIcjiPN4luIoWP8XgG,Purple Hat,spotify:artist:586uxXMyD5ObPuzjtrzO1Q,Sofi Tukker,2019-09-06,https://i.scdn.co/image/ab67616d0000b273818685825c4be7951a2ec4bb,1,1,178369,,False,8,QM37X1900018,spotify:user:bradnumber1,2021-08-08T09:26:31Z,edm,0.777,0.744,9.0,-7.42,1.0,0.204,0.331,0.0073,0.088,0.654,94.019,4.0,,Ultra Records,"C 2019 Sofi Tukker, LLC under exclusive license to Ultra Records, LLC, P 2019 Sofi Tukker, LLC under exclusive license to Ultra Records, LLC",2019
4842,spotify:track:5QlnFnIhd6O37bmErQyYxV,Shake That (feat. Pitbull),"spotify:artist:5i84V8Zk7YqCN6xxb7SWgw, spotify:artist:0TnOYISbd1XYRBk9myaseg","Samantha Jade, Pitbull",spotify:album:1OYl5abBuSaZFR4SgjASGe,Nine,spotify:artist:5i84V8Zk7YqCN6xxb7SWgw,Samantha Jade,2015-11-20,https://i.scdn.co/image/ab67616d0000b273aafb7291383a709c33ee40c2,1,6,218560,https://p.scdn.co/mp3-preview/da43c4024ce54ac70eb287081c3243ade878c1f9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,AUBM01500095,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian pop,australian talent show,dance pop,miami hip hop,pop",0.764,0.974,2.0,-2.71,1.0,0.107,0.0119,0.0,0.161,0.558,106.067,4.0,,Sony Music Entertainment,P (P) 2015 Sony Music Entertainment Australia Pty Ltd.,2015
4843,spotify:track:6sJcSe0vjMLcAEhlionL3P,Not Pretty Enough,spotify:artist:6uATIQFyydDXPc2RlLzcUE,Kasey Chambers,spotify:album:0bc4iRe7Wh30sDfUz8aiw7,Barricades & Brickwalls,spotify:artist:6uATIQFyydDXPc2RlLzcUE,Kasey Chambers,2001-01-01,https://i.scdn.co/image/ab67616d0000b2736c1f72455827fcad7508fdf4,1,2,199986,,False,0,AUEM00100040,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian americana,australian country,australian rock",0.617,0.613,11.0,-5.431,1.0,0.0337,0.56,0.0,0.13,0.312,119.838,4.0,,EMI Catalogue,"C © 2001 EMI Recorded Music Australia Pty Ltd., P ℗ 2001 EMI Recorded Music Australia Pty Ltd.",2001
4844,spotify:track:23TPP1eeElFfvYVznskwCY,Glitter,spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,spotify:album:6pTMhQX8gt1xegiIwo3Ekb,FIRE ON MARZZ,spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,2019-06-28,https://i.scdn.co/image/ab67616d0000b273447289301b37e205337ddd61,1,2,180146,https://p.scdn.co/mp3-preview/8a8f36963de56b603c44809df404f8c87737fbbf?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,USUM71911687,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alt z,nz pop",0.801,0.589,7.0,-5.157,1.0,0.0485,0.0863,0.0,0.162,0.58,116.934,4.0,,Republic Records,"C © 2019 Republic Records, a division of UMG Recordings, Inc., P ℗ 2019 Republic Records, a division of UMG Recordings, Inc.",2019
4845,spotify:track:28rzHxVgXXcYtmlfxyPMvm,The Cheater,spotify:artist:6mvCluPyR7DZS5PTHNjp5O,Bob Kuban & The In-Men,spotify:album:2VG3y0tw1F1aU7GkGSszCN,The Cheater,spotify:artist:1o2vRobBERBogRqx8q1PQX,Bob Kuban,2011-03-29,https://i.scdn.co/image/ab67616d0000b27385b087427643b195b14d9293,1,1,162693,https://p.scdn.co/mp3-preview/a07cbd6d75611137f18ba7826d8c5cdacb086390?cid=9950ac751e34487dbbe027c4fd7f8e99,False,7,USXTN1049966,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.62,0.728,3.0,-10.069,0.0,0.0617,0.674,6.37e-05,0.126,0.755,135.278,4.0,,Classic Music International,"C 2011 Classic Music International, P 2011 Classic Music International",2011
4846,spotify:track:4FyyPGjdvNu3UMqnEUGIdx,Firestarter,spotify:artist:5i84V8Zk7YqCN6xxb7SWgw,Samantha Jade,spotify:album:3MR0kGhBCS55LimdxZDojV,Firestarter,spotify:artist:5i84V8Zk7YqCN6xxb7SWgw,Samantha Jade,2013-06-28,https://i.scdn.co/image/ab67616d0000b273ee6e84798346c473527b376e,1,1,197106,https://p.scdn.co/mp3-preview/4eb749aaab5b27cd25e0f47560ae207cf4396c5f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,40,AUBM01300119,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian pop,australian talent show",0.713,0.934,7.0,-2.94,0.0,0.0341,0.0517,3.75e-05,0.0721,0.902,128.945,4.0,,Sony Music Entertainment,P (P) 2013 Sony Music Entertainment Australia Pty Ltd.,2013
4848,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,Party Girl,spotify:artist:1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,spotify:album:4NPX54YtocHqTOq6yXDEFM,Party Girl,spotify:artist:1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,2020-04-21,https://i.scdn.co/image/ab67616d0000b273f3fb166b5515fb19b070773c,1,1,147800,https://p.scdn.co/mp3-preview/3a6283e721e8cc1f8fd9ca5b589ea7915d876aaf?cid=9950ac751e34487dbbe027c4fd7f8e99,False,75,USSM12002247,spotify:user:bradnumber1,2021-08-08T09:26:31Z,melodic rap,0.728,0.431,6.0,-9.966,0.0,0.0622,0.749,0.0,0.0996,0.629,130.022,4.0,,Columbia,"P (P) 2020 Columbia Records, a Division of Sony Music Entertainment",2020
4849,spotify:track:11KJSRSgaDxqydKYiD2Jew,Too Good,"spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Drake, Rihanna",spotify:album:3hARKC8cinq3mZLLAEaBh9,Views,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2016-05-06,https://i.scdn.co/image/ab67616d0000b273726abca207567d5e41cb9667,1,16,263373,,True,5,USCM51600088,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap,barbadian pop,pop,urban contemporary",0.804,0.648,7.0,-7.805,1.0,0.117,0.0573,3.49e-05,0.102,0.392,117.983,4.0,,Universal Music Group,"C © 2016 Young Money Entertainment/Cash Money Records, P ℗ 2016 Young Money Entertainment/Cash Money Records",2016
4852,spotify:track:1we6fKUZmxDbVxqs2n2qjw,Blue Eyes,spotify:artist:21R50WhyQI5HxWOTr6MyY1,Cary Brothers,spotify:album:6jJ3eH077keCTpesV4WWlj,Who You Are,spotify:artist:21R50WhyQI5HxWOTr6MyY1,Cary Brothers,2007-05-29,https://i.scdn.co/image/ab67616d0000b2730974037629defcc6a2dca1ba,1,12,259306,,False,27,US3k20600102,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"acoustic pop,la indie",0.635,0.398,4.0,-7.893,1.0,0.0262,0.282,2.71e-06,0.086,0.398,112.329,3.0,,Procrastination Music,"C 2007 Procrastination Music, P 2007 Procrastination Music",2007
4855,spotify:track:6r2BECwMgEoRb5yLfp0Hca,Born This Way,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,spotify:album:5maeycU97NHBgwRr2h2A4O,Born This Way (Special Edition),spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2011-01-01,https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8,1,2,260252,https://p.scdn.co/mp3-preview/f41ae4bf782fa9828f05b7c3150b52e57800dd32?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USUM71100638,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"art pop,dance pop,pop",0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.494,123.907,4.0,,Interscope,"C © 2011 Interscope Records, P ℗ 2011 Interscope Records",2011
4856,spotify:track:6PXeGUkzPvwvX5jWiJRgq2,Hello Me,spotify:artist:5M0fvL9GMc2zTuIIQwresj,Vanessa Amorosi,spotify:album:32KHPKzWF6TfY24vDWUjXM,Back to Love,spotify:artist:5M0fvL9GMc2zTuIIQwresj,Vanessa Amorosi,2019-11-08,https://i.scdn.co/image/ab67616d0000b273bc5ce86a86bfb0ab9dceaed5,1,1,207808,https://p.scdn.co/mp3-preview/a24990a91a242ab5b12188813c39a5bee3d000a5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,21,AUUM71900725,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian dance,australian pop,australian rock",0.567,0.712,1.0,-4.823,0.0,0.0347,0.0931,0.0,0.156,0.457,108.031,4.0,,Universal Music Australia Pty. Ltd.,"C © 2019 Angel Works Productions (AWP) / Universal, P ℗ 2019 Angel Works Productions (AWP) / Universal",2019
4857,spotify:track:29FNeqjOV2kPWGS55qhtGB,"Money, Money, Money",spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,spotify:album:2cKZfaz7GiGtZEeQNj1RyR,ABBA Gold,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,2008-01-01,https://i.scdn.co/image/ab67616d0000b273f7ecaf9daf2c1d5ca89f7312,1,9,186786,https://p.scdn.co/mp3-preview/86b5ea1f3051ed65d0b4a7718cbb01a6ccd091fd?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,SEAYD7601060,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"europop,swedish pop",0.756,0.741,9.0,-6.426,0.0,0.0364,0.43,0.00113,0.0807,0.691,120.445,4.0,,Polar Music International AB,"C © 2008 Polar Music International AB, P This Compilation ℗ 2008 Polar Music International AB",2008
4858,spotify:track:06aw4JI5nYa8XBeBKVrltZ,Berzerk,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:album:3qGeRY1wt4rrLIt1YuSwHR,The Marshall Mathers LP2 (Deluxe),spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,2013-11-05,https://i.scdn.co/image/ab67616d0000b2734f22365402a62c4f6e1adb44,1,8,238746,,True,0,USUM71311375,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"detroit hip hop,hip hop,rap",0.715,0.874,2.0,-4.052,1.0,0.344,0.0232,0.0,0.246,0.678,95.213,4.0,,Universal Music Group,"C © 2013 Aftermath Records, P ℗ 2013 Aftermath Records",2013
4859,spotify:track:39TkaDl80vWwjjYNlsJEva,Drop The Pilot,spotify:artist:1bdAJUX6JPsnYHbTl5jbk6,Joan Armatrading,spotify:album:46Qcpewjrwf94yHfFCvmia,Willow:The Joan Armatrading Collection,spotify:artist:1bdAJUX6JPsnYHbTl5jbk6,Joan Armatrading,2007-01-01,https://i.scdn.co/image/ab67616d0000b273dcc2234cc7af324b40637dcf,2,4,209320,https://p.scdn.co/mp3-preview/603b963d1fd07697ce9bbba423d9532d37169006?cid=9950ac751e34487dbbe027c4fd7f8e99,False,31,USAM18300070,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"folk,singer-songwriter",0.656,0.652,1.0,-10.031,1.0,0.0342,0.0241,9.34e-06,0.0574,0.963,128.075,4.0,,UMC (Universal Music Catalogue),"C © 2007 Spectrum Music, P This Compilation ℗ 2007 Spectrum Music",2007
4861,spotify:track:3SHSWxOXqCrw55LiXAB8J1,I'm Gonna Be Alright (feat. Nas),"spotify:artist:2DlGxzQSjYe5N6G9nkYghR, spotify:artist:20qISvAhX20dpIbOOzGK3q, spotify:artist:6v0jNVxRKCvjwXIU2SuqKo, spotify:artist:7M8EwIpyu0mZ9oA8sqcsWj","Jennifer Lopez, Nas, Cory Rooney, Poke and Tone",spotify:album:1l8TpRDfjJjKdtbzNtSycM,This Is Me...Then,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,2002,https://i.scdn.co/image/ab67616d0000b273a1bf4c1efc808162ac95090f,1,13,172240,https://p.scdn.co/mp3-preview/c96fc706388d7ae2a2be230119b743bb7aad5560?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,USSM10203144,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,urban contemporary,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap",0.718,0.69,10.0,-4.382,0.0,0.265,0.106,0.0,0.271,0.774,93.401,4.0,,Epic,P (P) 2002 Sony Music Entertainment Inc.,2002
4865,spotify:track:1RknXtekvGbn57eru2vXjd,In the Chapel in the Moonlight,spotify:artist:49e4v89VmlDcFCMyDv9wQ9,Dean Martin,spotify:album:3bCD76GPTntFdGOT6KXgO3,The Essential Dean Martin,spotify:artist:49e4v89VmlDcFCMyDv9wQ9,Dean Martin,2014-10-10,https://i.scdn.co/image/ab67616d0000b273330e9e8d6fa1037f43f0c5ad,2,13,152346,https://p.scdn.co/mp3-preview/3468987af75a8e4ace4f2e2d3422481a871a89d2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,31,USQX91301950,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,easy listening,lounge,vocal jazz",0.393,0.396,11.0,-13.413,0.0,0.0378,0.794,8.06e-06,0.405,0.381,90.495,4.0,,Legacy Recordings,P This Compilation (P) 2014 Dean Martin Family Trust,2014
4866,spotify:track:1ahAVyeP1B027c03NlVSRd,Uh La La La,spotify:artist:09ao6AC5gW8AxRBUVkqWIB,Alexia,spotify:album:385wsbH2dVjZDB9rdVOHUH,Disco 90's,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2008-03-16,https://i.scdn.co/image/ab67616d0000b2736700d79a1c3c986768805e34,1,9,225640,https://p.scdn.co/mp3-preview/c8546310a0630343cf082777f1e24b70102530ec?cid=9950ac751e34487dbbe027c4fd7f8e99,False,44,IT00C9700201,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic greek pop,eurodance,italo dance",0.779,0.589,5.0,-11.562,1.0,0.0893,0.289,0.000535,0.331,0.815,92.308,4.0,,DWA Records,"C 2008 Extravaganza Publishing Srl, P 2008 Robyx Srl",2008
4868,spotify:track:0zjORbo98bRxMmyS3wzeKW,Don't Give Up,"spotify:artist:5GxyeQagayzZOg4UwffQlD, spotify:artist:3Z02hBLubJxuFJfhacLSDc","Chicane, Bryan Adams",spotify:album:44vqzi1IjdNLJ6AtkTuzIh,Twenty,spotify:artist:5GxyeQagayzZOg4UwffQlD,Chicane,2016-07-29,https://i.scdn.co/image/ab67616d0000b273c143321bac23255e925c4e79,2,5,210786,https://p.scdn.co/mp3-preview/c4c2d0ebbf264ec906ccf9c9b85dd2ab43177965?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,GBRDU0800040,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"trance,canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",0.644,0.72,10.0,-9.635,0.0,0.0419,0.00145,0.504,0.0839,0.53,132.017,4.0,,Armada Music Albums,"C 2016 Enzo Recordings Limited under exclusive licsense to Armada Music B.V., P 2016 Armada Music B.V. under exclusive license from Hidden Man Music Ltd",2016
4870,spotify:track:1ygRoFN1TPHzZtlAznfONX,Ain't Nobody,spotify:artist:4i50i5M5whfhk1zFEfo36O,Jaki Graham,spotify:album:7gaWIdHtWycS4GrXo2Z976,Greatest Hits Live,spotify:artist:4i50i5M5whfhk1zFEfo36O,Jaki Graham,2006,https://i.scdn.co/image/ab67616d0000b2739324e17afd5790474118e9cc,1,11,297133,https://p.scdn.co/mp3-preview/7c584c08d00ba8c3f195409ebe382d3178a9b03b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,16,GBHFG0600384,spotify:user:bradnumber1,2021-08-08T09:26:31Z,post-disco,0.557,0.923,3.0,-2.629,0.0,0.0851,0.107,0.0,0.807,0.656,106.75,4.0,,K-Tel,C (c) 2006 K-Tel,2006
